Component Type,Component Name,File Path
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\getEventKey-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\getEventKey-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\getEventKey-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\getEventKey-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\getEventKey-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\CSSPropertyOperations-test.js
Function Component,Test,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\DOMPropertyOperations-test.js
Function Component,Test,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\DOMPropertyOperations-test.js
Function Component,Test,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\DOMPropertyOperations-test.js
Function Component,Test,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\DOMPropertyOperations-test.js
Function Component,Test,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\DOMPropertyOperations-test.js
Class Component,MyNode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\findDOMNodeFB-test.js
Class Component,MyNode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\findDOMNodeFB-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\findDOMNodeFB-test.js
Class Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\findDOMNodeFB-test.js
Class Component,ContainsStrictModeChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\findDOMNodeFB-test.js
Class Component,IsInStrictMode,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\findDOMNodeFB-test.js
Class Component,ChildWrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactBrowserEventEmitter-test.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactBrowserEventEmitter-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,GrandParent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,GrandParent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactChildReconciler-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactClassComponentPropResolutionFizz-test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Inner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Function Component,Indirection,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponent-test.js
Class Component,StatefulComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,SwitcherParent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,StatefulComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,StatefulComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,StatefulComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,StatefulComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,LifeCycleComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Tooltip,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,SetStateInComponentDidMount,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Inner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Outer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Inner,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,AllLegacyLifecycles,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,WillMount,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,WillMountAndUpdate,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,WillReceiveProps,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
Class Component,AllLegacyLifecycles,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\__tests__\ReactComponentLifeCycle-test.js
